Ordem Cronológica;Ordem Aberto/Suspenso;Valor de formação do Precatório (Valor de Face);Nº Processo;Nº SEI;Origem;Ação;Liquidação;Protocolo (Data/Hora);Protocolo (Número/Ano)
19008;8682;R$ 235.078,27;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:31;720452 / 2017
19009;8683;R$ 402.149,01;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:32;720453 / 2017
19010;8684;R$ 227.777,77;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:33;720454 / 2017
19011;8685;R$ 139.041,04;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:34;720455 / 2017
19012;8686;R$ 367.888,03;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:35;720456 / 2017
19013;8687;R$ 56.473,99;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:36;720457 / 2017
19014;8688;R$ 233.228,86;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:38;720458 / 2017
19015;8689;R$ 180.544,82;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:39;720459 / 2017
19016;8690;R$ 121.165,21;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:40;720460 / 2017
19017;8691;R$ 111.730,72;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:41;720461 / 2017
19018;8692;R$ 177.765,01;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:42;720462 / 2017
19019;8693;R$ 131.717,92;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:44;720464 / 2017
19020;8694;R$ 117.425,84;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:49;720465 / 2017
19021;8695;R$ 92.223,59;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:49;720466 / 2017
19022;8696;R$ 104.791,51;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:27:51;720467 / 2017
19023;8697;R$ 288.350,26;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:32:25;720478 / 2017
19024;8698;R$ 148.236,81;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:32:25;720479 / 2017
19025;8699;R$ 25.332,48;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Obrigação de Fazer;30/04/2013;04/12/2017 16:32:28;720480 / 2017
19026;8700;R$ 485.992,38;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:32:30;720481 / 2017
19027;8701;R$ 101.213,37;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;04/12/2017 16:32:31;720482 / 2017
19138;8774;R$ 12.794,56;02378516320098130349;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;28/02/2018 09:31:55;85244 / 2018
19139;8775;R$ 12.794,56;02378516320098130349;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;28/02/2018 11:39:28;85820 / 2018
19140;8776;R$ 12.794,56;02378516320098130349;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;28/02/2018 11:39:29;85821 / 2018
19141;8777;R$ 12.794,56;02378516320098130349;;Jacutinga - VARA ÚNICA;Ordinária;27/02/2013;28/02/2018 11:39:31;85822 / 2018
19168;8794;R$ 444.135,96;00615406120048130878;;Camanducaia - VARA ÚNICA;Indenização;10/08/2015;07/03/2018 11:10:36;99809 / 2018
19169;8795;R$ 444.135,95;00615406120048130878;;Camanducaia - VARA ÚNICA;Indenização;10/08/2015;07/03/2018 11:10:55;99811 / 2018
19455;8930;R$ 107.007,69;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;07/05/2018 18:01:12;210766 / 2018
19456;8931;R$ 27.808,03;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;07/05/2018 18:01:13;210767 / 2018
19457;8932;R$ 139.041,04;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;07/05/2018 18:01:14;210768 / 2018
19458;8933;R$ 27.808,03;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;07/05/2018 18:01:15;210769 / 2018
19459;8934;R$ 69.520,08;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;07/05/2018 18:01:16;210770 / 2018
19460;8935;R$ 69.520,08;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;07/05/2018 18:01:17;210771 / 2018
19461;8936;R$ 27.808,03;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;07/05/2018 18:01:18;210772 / 2018
19462;8937;R$ 27.808,03;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;07/05/2018 18:01:19;210773 / 2018
19463;8938;R$ 107.007,69;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;07/05/2018 18:01:20;210774 / 2018
19464;8939;R$ 27.808,02;0024030870901;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;07/05/2018 18:01:21;210775 / 2018
19465;8940;R$ 59.372,81;0024030870901;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2013;07/05/2018 18:01:22;210776 / 2018
20252;9332;R$ 24.032,06;00490612820078130103;;Caldas - VARA ÚNICA;Indenização;01/06/1996;13/10/2017 08:31:14;616056 / 2017
20269;9349;R$ 28.298,45;00054135120128130352;;Januária - 1ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Indenização;10/08/2016;19/01/2018 10:15:22;17097 / 2018
20275;9355;R$ 665.225,78;0026050209571;;Andradas - 1ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE;Desapropriação Indireta;23/06/2017;20/02/2018 13:42:08;68782 / 2018
20276;9356;R$ 731.731,19;0026050209571;;Andradas - 1ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE;Desapropriação;23/06/2017;20/02/2018 13:45:27;68788 / 2018
20278;9358;R$ 10.447,94;0335070092234;;Itapecerica - VARA ÚNICA;Indenização;16/01/2014;01/03/2018 17:05:05;90692 / 2018
20307;9379;R$ 60.022,27;0432020019761;;Monte Santo de Minas - VARA ÚNICA;Manutenção de Posse;31/03/2005;23/05/2018 11:01:47;241915 / 2018
20308;9380;R$ 60.022,27;0432020019761;;Monte Santo de Minas - VARA ÚNICA;Manutenção de Posse;31/03/2005;23/05/2018 11:06:05;241940 / 2018
20317;9385;R$ 2.644.633,80;0024028820637;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/03/2011;06/06/2018 13:27:41;260051 / 2018
20318;9386;R$ 1.285.678,99;0024028820637;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/03/2011;06/06/2018 13:27:42;260052 / 2018
20325;9390;R$ 1.016.925,04;50062102920178130525;;Pouso Alegre - 4ª VARA CÍVEL;Ordinária;31/10/2017;12/06/2018 08:24:22;271831 / 2018
20336;9400;R$ 881.450,64;0313031258038;;Ipatinga - VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Indenização;27/03/2017;21/06/2018 09:12:40;293174 / 2018
20337;9401;R$ 881.450,64;0313031258038;;Ipatinga - VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Indenização;27/03/2017;21/06/2018 09:12:41;293175 / 2018
20349;9410;R$ 99.855,85;0151020047362;;Cássia - 1ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE;Indenização;01/09/2015;29/06/2018 09:36:08;310112 / 2018
20350;9411;R$ 99.855,85;0151020047362;;Cássia - 1ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE;Indenização;01/09/2015;29/06/2018 09:36:09;310113 / 2018
20359;9418;R$ 26.573,46;0086080222432;;Brasília de Minas - 1ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE;Ordinária;16/02/2016;04/07/2018 10:32:24;317996 / 2018
20417;9476;R$ 152.198,81;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:53:53;337825 / 2018
20418;9477;R$ 224.510,40;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:53:54;337826 / 2018
20419;9478;R$ 373.602,31;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:53:55;337827 / 2018
20420;9479;R$ 422.098,98;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:53:56;337828 / 2018
20421;9480;R$ 848.850,29;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:53:57;337829 / 2018
20422;9481;R$ 77.412,14;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:53:58;337830 / 2018
20423;9482;R$ 77.412,14;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:53:59;337831 / 2018
20424;9483;R$ 77.412,14;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:54:00;337832 / 2018
20425;9484;R$ 77.412,14;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:54:01;337833 / 2018
20426;9485;R$ 309.648,57;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:54:02;337834 / 2018
20427;9486;R$ 94.958,16;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:54:03;337835 / 2018
20428;9487;R$ 1.438.641,43;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 16:54:06;337836 / 2018
20429;9488;R$ 918.891,28;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 17:14:20;337969 / 2018
20430;9489;R$ 194.934,66;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 17:14:21;337970 / 2018
20431;9490;R$ 131.848,62;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2018;13/07/2018 17:14:22;337971 / 2018
20432;9491;R$ 176.132,73;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 17:14:23;337972 / 2018
20433;9492;R$ 648.115,97;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 17:14:24;337973 / 2018
20434;9493;R$ 628.150,80;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 17:14:26;337974 / 2018
20435;9494;R$ 1.128.090,11;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 17:14:27;337975 / 2018
20436;9495;R$ 331.520,96;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 17:14:28;337976 / 2018
20437;9496;R$ 194.894,43;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 17:14:29;337977 / 2018
20438;9497;R$ 301.951,30;0024990998973;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/07/2012;13/07/2018 17:14:30;337978 / 2018
20481;9537;R$ 52.241,02;05361804020058130035;;Araguari - 1ª VARA CÍVEL;Ordinária;26/11/2015;23/07/2018 09:27:00;351998 / 2018
20499;9554;R$ 631.719,64;0024015424260;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2011;30/07/2018 17:27:42;366446 / 2018
20500;9555;R$ 1.422.171,56;0024015424260;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2011;30/07/2018 17:27:43;366447 / 2018
20501;9556;R$ 401.117,35;0024015424260;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2011;30/07/2018 17:27:44;366448 / 2018
20502;9557;R$ 592.787,77;0024015424260;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2011;30/07/2018 17:27:48;366472 / 2018
20503;9558;R$ 336.590,93;0024015424260;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2011;30/07/2018 17:27:49;366474 / 2018
20504;9559;R$ 307.699,14;0024015424260;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2011;30/07/2018 17:27:50;366475 / 2018
20576;9618;R$ 22.570,44;0024043718329;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/03/2012;03/10/2018 11:19:50;480250 / 2018
20577;9619;R$ 16.540,34;0024043718329;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/03/2012;03/10/2018 11:19:52;480271 / 2018
20599;9639;R$ 93.081,95;10000001851591010;;Belo Horizonte - 1° CARTÓRIO DE FEITOS ESPECIAS;Ordinária;31/12/2010;09/10/2018 11:41:00;490856 / 2018
20600;9640;R$ 93.081,95;10000001851591010;;Belo Horizonte - 1° CARTÓRIO DE FEITOS ESPECIAIS;Ordinária;31/12/2010;09/10/2018 11:41:01;490857 / 2018
20601;9641;R$ 93.081,95;10000001851591010;;Belo Horizonte - 1° CARTÓRIO DE FEITOS ESPECIAS;Ordinária;31/12/2010;09/10/2018 11:41:03;490858 / 2018
20687;9718;R$ 279.245,84;10000001851591010;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Ordinária;31/12/2010;06/11/2018 09:05:13;535051 / 2018
20758;9781;R$ 35.531,05;0024043906155;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/10/2014;20/11/2018 17:15:02;558425 / 2018
20759;9782;R$ 52.640,58;0024043906155;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/10/2014;20/11/2018 17:15:03;558426 / 2018
20760;9783;R$ 25.567,61;0024043906155;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/10/2014;20/11/2018 17:15:04;558427 / 2018
20761;9784;R$ 17.913,51;0024043906155;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/10/2014;20/11/2018 17:15:05;558428 / 2018
20848;9867;R$ 32.040,89;09254646420098130481;;Patrocínio - 2ª VARA CÍVEL;Indenização;08/02/2018;05/12/2018 09:39:27;583407 / 2018
20879;9897;R$ 62.851,33;0024042986638;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2015;12/12/2018 16:40:52;597354 / 2018
20880;9898;R$ 58.836,36;0024042986638;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2015;12/12/2018 16:40:53;597355 / 2018
20893;9910;R$ 74.288,41;0024000821215;;Belo Horizonte - 3ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2003;14/12/2018 16:36:33;602447 / 2018
20894;9911;R$ 144.601,49;0024000821215;;Belo Horizonte - 3ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2003;14/12/2018 16:36:35;602448 / 2018
20895;9912;R$ 191.723,61;0024000821215;;Belo Horizonte - 3ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2003;14/12/2018 16:36:42;602449 / 2018
20896;9913;R$ 68.082,64;0024000821215;;Belo Horizonte - 3ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2003;14/12/2018 16:36:44;602450 / 2018
20921;9935;R$ 43.509,90;00032386220118260189;;Fernandópolis - 3ª VARA CÍVEL;Ordinária;01/04/2014;18/12/2018 11:06:12;605976 / 2018
21023;10029;R$ 29.571,15;0702051982529;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Indenização;11/08/2016;04/02/2019 13:16:17;36207 / 2019
21076;10072;R$ 218.139,75;0024950598797;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;31/08/2015;12/02/2019 13:56:37;49717 / 2019
21488;10421;R$ 52.492,48;0395020009217;;Manhumirim - 1ª VARA CÍVEL, CRIMINAL, DA INFÂNCIA E DA JUVENTUDE E DO JUIZADO ESPECIAL CÍVEL;Ordinária;30/08/2016;11/04/2019 09:17:38;133946 / 2019
21644;10564;R$ 2.944.739,99;51554094220188130024;;Belo Horizonte - CENTRASE ESTADUAL;Cobrança;31/10/2018;07/05/2019 11:32:20;165264 / 2019
21809;10702;R$ 21.727,24;0024044556298;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;01/04/2015;23/05/2019 17:27:43;191583 / 2019
21830;10721;R$ 158.827,05;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:12;192202 / 2019
21831;10722;R$ 158.827,05;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:16;192203 / 2019
21833;10723;R$ 532.449,67;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:19;192205 / 2019
21834;10724;R$ 29.650,95;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:20;192206 / 2019
21835;10725;R$ 59.301,89;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:28;192208 / 2019
21836;10726;R$ 102.062,81;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:29;192209 / 2019
21840;10727;R$ 184.353,85;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:35;192216 / 2019
21842;10728;R$ 188.557,06;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:37;192219 / 2019
21843;10729;R$ 500.035,20;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:39;192220 / 2019
21844;10730;R$ 29.650,95;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:40;192222 / 2019
21845;10731;R$ 118.603,78;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:41;192223 / 2019
21846;10732;R$ 118.603,78;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:42;192225 / 2019
21847;10733;R$ 118.603,78;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:44;192226 / 2019
21848;10734;R$ 118.603,78;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:47;192228 / 2019
21849;10735;R$ 426.906,44;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:48;192230 / 2019
21850;10736;R$ 162.060,86;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:50;192231 / 2019
21851;10737;R$ 634.474,18;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:51;192233 / 2019
21852;10738;R$ 241.282,25;10000034026542000;;Belo Horizonte - 1º CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;31/08/2003;24/05/2019 10:41:53;192234 / 2019
21862;10747;R$ 40.172,21;90450924020178130024;;Belo Horizonte - 3ª UNIDADE JURISDICIONAL DA FAZENDA PÚBLICA;Ordinária de Cobrança;06/02/2019;24/05/2019 17:11:42;194258 / 2019
21872;10756;R$ 57.732,93;0024123098055;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2018;27/05/2019 14:42:08;195654 / 2019
21873;10757;R$ 54.465,67;0024123098055;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2016;27/05/2019 14:42:10;195655 / 2019
22191;11014;R$ 389.025,48;50089760620178130024;;Belo Horizonte - 3ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Desapropriação;25/01/2017;18/06/2019 17:10:20;229295 / 2019
22207;11028;R$ 27.491,02;0699030315286;;Ubá - 2ª VARA CÍVEL;Ordinária;31/01/2019;24/06/2019 09:51:28;232296 / 2019
22291;11102;R$ 76.780,09;0024094980141;;Belo Horizonte - CENTRASE ESTADUAL;Mandado de Segurança;30/11/2018;28/06/2019 09:31:11;240845 / 2019
22386;11179;R$ 51.268,96;0024056968316;;Belo Horizonte - CENTRASE ESTADUAL;Anulatória;27/10/2005;28/06/2019 16:09:08;242120 / 2019
22387;11180;R$ 51.268,96;0024056968316;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/07/2016;28/06/2019 16:09:09;242141 / 2019
22388;11181;R$ 46.299,27;0024056968316;;Belo Horizonte - CENTRASE ESTADUAL;Anulatória c/c Cobrança;30/07/2016;28/06/2019 16:09:10;242142 / 2019
22493;11279;R$ 35.422,90;0134060760441;;Caratinga - 1ª VARA CÍVEL;Reparação de Danos;27/03/2015;23/07/2018 09:57:13;352079 / 2018
22506;11290;R$ 31.197,06;0153040303247;;Cataguases - 1ª VARA CÍVEL;Indenização;23/05/2016;14/09/2018 09:01:34;446243 / 2018
22507;11291;R$ 127.415,48;00069521620028130251;;Extrema - VARA ÚNICA;Desapropriação;14/12/2016;19/09/2018 09:21:02;454296 / 2018
22512;11296;R$ 201.018,53;0024015424260;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2011;27/09/2018 15:30:02;471156 / 2018
22513;11297;R$ 17.516,59;0024015424260;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2011;27/09/2018 15:30:04;471157 / 2018
22514;11298;R$ 385.634,14;0024015424260;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/12/2011;27/09/2018 15:30:05;471158 / 2018
22523;11306;R$ 109.487,95;01188827020148130525;;Pouso Alegre - 4ª VARA CÍVEL;Desapropriação Indireta;06/02/2018;17/10/2018 09:05:56;502696 / 2018
22524;11307;R$ 20.811,56;01188827020148130525;;Pouso Alegre - 4ª VARA CÍVEL;Desapropriação Indireta;06/02/2018;17/10/2018 09:05:59;502698 / 2018
22552;11334;R$ 31.496,84;0024028820637;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/03/2011;12/12/2018 14:24:19;596662 / 2018
22560;11342;R$ 22.137,37;0133140031492;;Carangola - 2ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS;Ordinária;31/07/2014;16/01/2019 08:58:58;11091 / 2019
22565;11346;R$ 81.043,63;0518010071646;;Poços de Caldas - 2ª VARA CÍVEL;Indenização;06/03/2010;08/02/2019 09:25:41;44704 / 2019
22583;11363;R$ 154.871,63;01188827020148130525;;Pouso Alegre - 4ª VARA CÍVEL;Ordinária;06/02/2018;25/03/2019 09:57:39;105183 / 2019
22584;11364;R$ 154.871,63;01188827020148130525;;Pouso Alegre - 4ª VARA CÍVEL;Ordinária;06/02/2018;25/03/2019 09:57:40;105184 / 2019
22694;11454;R$ 184.999,93;0024069299543;;Belo Horizonte - CENTRASE ESTADUAL;Ordinária;30/09/2014;09/07/2019 16:27:01;255900 / 2019
23233;11883;R$ 492.015,88;00490612820078130103;;Caldas - VARA ÚNICA;Ordinária;02/05/2019;01/10/2019 09:37:41;365979 / 2019
23250;11897;R$ 45.355,80;0480990009619;;Patos de Minas - 2ª VARA CÍVEL;Cobrança;31/05/2014;07/10/2019 09:19:03;373325 / 2019
